03000000-1,,1,"Agricultural, farming, fishing, forestry and related products","",en
03100000-2,,2,Agricultural and horticultural products,03000000-1,en
03110000-5,,3,"Crops, products of market gardening and horticulture",03100000-2,en
03111000-2,,4,Seeds,03110000-5,en
03111100-3,,4,Soya beans,03110000-5,en
03111200-4,,4,Peanuts,03110000-5,en
03111300-5,,4,Sunflower seeds,03110000-5,en
03111400-6,,4,Cotton seeds,03110000-5,en
03111500-7,,4,Sesame seeds,03110000-5,en
03111600-8,,4,Mustard seeds,03110000-5,en
03111700-9,,4,Vegetable seeds,03110000-5,en
03111800-0,,4,Fruit seeds,03110000-5,en
03111900-1,,4,Flower seeds,03110000-5,en
03112000-9,,4,Unmanufactured tobacco,03110000-5,en
03113000-6,,4,Plants used for sugar manufacturing,03110000-5,en
03113100-7,,4,Sugar beet,03110000-5,en
03113200-8,,4,Sugar cane,03110000-5,en
03114000-3,,4,Straw and forage,03110000-5,en
0311en00-4,,4,Straw,03110000-5,en
03114200-5,,4,Forage,03110000-5,en
03115000-0,,4,Raw vegetable materials,03110000-5,en
03115100-1,,4,Raw vegetable materials used in textile production,03110000-5,en
03115110-4,,4,Cotton,03110000-5,en
03115120-7,,4,Jute,03110000-5,en
03115130-0,,4,Flax,03110000-5,en
03116000-7,,4,"Natural rubber and latex, and associated products",03110000-5,en
03116100-8,,4,Natural rubber,03110000-5,en
03116200-9,,4,Natural latex,03110000-5,en
03116300-0,,4,Latex products,03110000-5,en
03117000-4,,4,Plants used in specific fields,03110000-5,en
03117100-5,,4,"Plants used in perfumery or pharmacy, or for insecticidal or similar purposes",03110000-5,en
03117110-8,,4,Plants used in perfumery,03110000-5,en
03117120-1,,4,Plants used in pharmacy,03110000-5,en
03117130-4,,4,Plants used for insecticidal purposes,03110000-5,en
03117140-7,,4,Plants used for fungicidal or similar purposes,03110000-5,en
03117200-6,,4,Seeds of plants used in specific fields,03110000-5,en
03120000-8,,3,Horticultural and nursery products,03100000-2,en
03121000-5,,4,Horticultural products,03120000-8,en
03121100-6,,4,"Live plants, bulbs, roots, cuttings and slips",03120000-8,en
03121200-7,,4,Cut flowers,03120000-8,en
03121210-0,,4,Floral arrangements,03120000-8,en
03130000-1,,3,Beverage and spice crops,03100000-2,en
03131000-8,,4,Beverage crops,03130000-1,en
03131100-9,,4,Coffee beans,03130000-1,en
03131200-0,,4,Tea bushes,03130000-1,en
03131300-1,,4,Mate,03130000-1,en
03131400-2,,4,Cocoa beans,03130000-1,en
03132000-5,,4,Unprocessed spices,03130000-1,en
03140000-4,,3,Animal products and related products,03100000-2,en
031en000-1,,4,Bulls semen,03140000-4,en
03142000-8,,4,Animal products,03140000-4,en
03142100-9,,4,Natural honey,03140000-4,en
03142200-0,,4,Snails,03140000-4,en
03142300-1,,4,Edible products of animal origin,03140000-4,en
03142400-2,,4,Waxes,03140000-4,en
03142500-3,,4,Eggs,03140000-4,en
03143000-5,,4,Products of mixed farming,03140000-4,en
03144000-2,,4,Agricultural supplies,03140000-4,en
03200000-3,,2,"Cereals, potatoes, vegetables, fruits and nuts",03000000-1,en
03210000-6,,3,Cereals and potatoes,03200000-3,en
03211000-3,,4,Cereals,03210000-6,en
03211100-4,,4,Wheat,03210000-6,en
03211110-7,,4,Durum wheat,03210000-6,en
03211120-0,,4,Soft wheat,03210000-6,en
03211200-5,,4,Maize,03210000-6,en
03211300-6,,4,Rice,03210000-6,en
03211400-7,,4,Barley,03210000-6,en
03211500-8,,4,Rye,03210000-6,en
03211600-9,,4,Oats,03210000-6,en
03211700-0,,4,Malt,03210000-6,en
03211900-2,,4,Grain products,03210000-6,en
03212000-0,,4,Potatoes and dried vegetables,03210000-6,en
03212100-1,,4,Potatoes,03210000-6,en
03212200-2,,4,Dried leguminous vegetables and pulses,03210000-6,en
03212210-5,,4,Dried leguminous vegetables,03210000-6,en
03212211-2,,4,Lentils,03210000-6,en
03212212-9,,4,Chick peas,03210000-6,en
03212213-6,,4,Dried peas,03210000-6,en
03212220-8,,4,Pulses,03210000-6,en
03220000-9,,3,"Vegetables, fruits and nuts",03200000-3,en
03221000-6,,4,Vegetables,03220000-9,en
03221100-7,,4,Root and tuber vegetables,03220000-9,en
03221110-0,,4,Root vegetables,03220000-9,en
03221111-7,,4,Beetroot,03220000-9,en
03221112-4,,4,Carrots,03220000-9,en
03221113-1,,4,Onions,03220000-9,en
03221114-8,,4,Turnips,03220000-9,en
03221120-3,,4,Tuber vegetables,03220000-9,en
03221200-8,,4,Fruit vegetables,03220000-9,en
03221210-1,,4,Beans,03220000-9,en
03221211-8,,4,Broad beans,03220000-9,en
03221212-5,,4,Green beans,03220000-9,en
03221213-2,,4,Runner beans,03220000-9,en
03221220-4,,4,Peas,03220000-9,en
03221221-1,,4,Garden peas,03220000-9,en
03221222-8,,4,Mange-tout,03220000-9,en
03221230-7,,4,Peppers,03220000-9,en
03221240-0,,4,Tomatoes,03220000-9,en
03221250-3,,4,Courgettes,03220000-9,en
03221260-6,,4,Mushrooms,03220000-9,en
03221270-9,,4,Cucumbers,03220000-9,en
03221300-9,,4,Leaf vegetables,03220000-9,en
03221310-2,,4,Lettuce,03220000-9,en
03221320-5,,4,Salad leaves,03220000-9,en
03221330-8,,4,Artichokes,03220000-9,en
03221340-1,,4,Spinach,03220000-9,en
03221400-0,,4,Cabbage vegetables,03220000-9,en
03221en0-3,,4,Cabbage,03220000-9,en
03221420-6,,4,Cauliflower,03220000-9,en
03221430-9,,4,Broccoli,03220000-9,en
03221440-2,,4,Brussels sprouts,03220000-9,en
03222000-3,,4,Fruit and nuts,03220000-9,en
03222100-4,,4,Tropical fruit and nuts,03220000-9,en
03222110-7,,4,Tropical fruit,03220000-9,en
03222111-4,,4,Bananas,03220000-9,en
03222112-1,,4,Pineapples,03220000-9,en
03222113-8,,4,Mangoes,03220000-9,en
03222114-5,,4,Dates,03220000-9,en
03222115-2,,4,Raisins,03220000-9,en
03222116-9,,4,Figs,03220000-9,en
03222117-6,,4,Avocados,03220000-9,en
03222118-3,,4,Kiwi fruit,03220000-9,en
03222120-0,,4,Coconuts,03220000-9,en
03222200-5,,4,Citrus fruit,03220000-9,en
03222210-8,,4,Lemons,03220000-9,en
03222220-1,,4,Oranges,03220000-9,en
03222230-4,,4,Grapefruit,03220000-9,en
03222240-7,,4,Tangerines,03220000-9,en
03222250-0,,4,Limes,03220000-9,en
03222300-6,,4,Non-tropical fruit,03220000-9,en
03222310-9,,4,Berry fruit,03220000-9,en
03222311-6,,4,Currants,03220000-9,en
03222312-3,,4,Gooseberries,03220000-9,en
03222313-0,,4,Strawberries,03220000-9,en
03222314-7,,4,Raspberries,03220000-9,en
03222315-4,,4,Cranberries,03220000-9,en
03222320-2,,4,"Apples, pears and quinces",03220000-9,en
03222321-9,,4,Apples,03220000-9,en
03222322-6,,4,Pears,03220000-9,en
03222323-3,,4,Quinces,03220000-9,en
03222330-5,,4,Stone fruit,03220000-9,en
03222331-2,,4,Apricots,03220000-9,en
03222332-9,,4,Peaches,03220000-9,en
03222333-6,,4,Cherries,03220000-9,en
03222334-3,,4,Plums,03220000-9,en
03222340-8,,4,Grapes,03220000-9,en
032223en-5,,4,Table grapes,03220000-9,en
03222342-2,,4,Wine grapes,03220000-9,en
03222400-7,,4,Olives,03220000-9,en
03300000-2,,2,"Farming, hunting and fishing products",03000000-1,en
03310000-5,,3,"Fish, crustaceans and aquatic products",03300000-2,en
03311000-2,,4,Fish,03310000-5,en
03311100-3,,4,Flat fish,03310000-5,en
03311110-6,,4,Sole,03310000-5,en
03311120-9,,4,Plaice,03310000-5,en
03311200-4,,4,Fish of the cod family,03310000-5,en
03311210-7,,4,Cod,03310000-5,en
03311220-0,,4,Pollock,03310000-5,en
03311230-3,,4,Hake,03310000-5,en
03311240-6,,4,Haddock,03310000-5,en
03311300-5,,4,Herring,03310000-5,en
03311400-6,,4,Tuna,03310000-5,en
03311500-7,,4,Whiting,03310000-5,en
03311600-8,,4,Whitebait,03310000-5,en
03311700-9,,4,Salmon,03310000-5,en
03312000-9,,4,Crustaceans,03310000-5,en
03312100-0,,4,Oysters,03310000-5,en
03312200-1,,4,Shellfish,03310000-5,en
03312300-2,,4,Aquatic invertebrates,03310000-5,en
03313000-6,,4,Aquatic products,03310000-5,en
03313100-7,,4,Corals or similar products,03310000-5,en
03313200-8,,4,Natural sponges,03310000-5,en
03313300-9,,4,Seaweeds,03310000-5,en
03313310-2,,4,Algae,03310000-5,en
03320000-8,,3,"Cattle, livestock and small animals",03300000-2,en
03321000-5,,4,Cattle,03320000-8,en
03321100-6,,4,Bovine cattle,03320000-8,en
03321200-7,,4,Calves,03320000-8,en
03322000-2,,4,Livestock,03320000-8,en
03322100-3,,4,Sheep,03320000-8,en
03322200-4,,4,Goats,03320000-8,en
03322300-5,,4,Horses,03320000-8,en
03323000-9,,4,Pigs,03320000-8,en
03324000-6,,4,Live poultry,03320000-8,en
03325000-3,,4,Small animals,03320000-8,en
03325100-4,,4,Rabbits,03320000-8,en
03325200-5,,4,Hares,03320000-8,en
03330000-3,,3,Farm animal products,03300000-2,en
03331000-0,,4,Fresh milk from sheep and goats,03330000-3,en
03331100-1,,4,Sheeps milk,03330000-3,en
03331200-2,,4,Goats milk,03330000-3,en
03332000-7,,4,Wool and animal hair,03330000-3,en
03332100-8,,4,Shorn wool,03330000-3,en
03332200-9,,4,Animal hair,03330000-3,en
03333000-4,,4,Fresh cows milk,03330000-3,en
03340000-6,,3,Animal ear tags,03300000-2,en
033en000-3,,4,Bovine ear tags,03340000-6,en
03400000-4,,2,Forestry and logging products,03000000-1,en
03en0000-7,,3,Wood,03400000-4,en
03en1000-4,,4,Coniferous wood,03en0000-7,en
03en2000-1,,4,Tropical wood,03en0000-7,en
03en3000-8,,4,Fuel wood,03en0000-7,en
03en4000-5,,4,Rough wood,03en0000-7,en
03en5000-2,,4,Softwood,03en0000-7,en
03en6000-9,,4,Wood waste,03en0000-7,en
03en7000-6,,4,Scrap wood,03en0000-7,en
03en7100-7,,4,Sawdust,03en0000-7,en
03en8000-3,,4,Logs,03en0000-7,en
03en8100-4,,4,Hardwood,03en0000-7,en
03en9000-0,,4,Timber,03en0000-7,en
03en9100-1,,4,Timber products,03en0000-7,en
03en9200-2,,4,Mining timber,03en0000-7,en
03420000-0,,3,Gums,03400000-4,en
03421000-7,,4,Balsams,03420000-0,en
03422000-4,,4,Lac,03420000-0,en
03430000-3,,3,Cork,03400000-4,en
03431000-0,,4,Natural cork,03430000-3,en
03432000-7,,4,Basketware,03430000-3,en
03432100-8,,4,Wickerwork,03430000-3,en
03440000-6,,3,Forestry products,03400000-4,en
034en000-3,,4,"Ornamental plants, grasses, mosses or lichens",03440000-6,en
03450000-9,,3,Tree-nursery products,03400000-4,en
03451000-6,,4,Plants,03450000-9,en
03451100-7,,4,Bedding plants,03450000-9,en
03451200-8,,4,Flower bulbs,03450000-9,en
03451300-9,,4,Shrubs,03450000-9,en
03452000-3,,4,Trees,03450000-9,en
03460000-2,,3,Pulp,03400000-4,en
03461000-9,,4,Wood pulp,03460000-2,en
03461100-0,,4,Chemical wood pulp,03460000-2,en
09000000-3,,1,"Petroleum products, fuel, electricity and other sources of energy","",en
09100000-0,,2,Fuels,09000000-3,en
09110000-3,,3,Solid fuels,09100000-0,en
09111000-0,,4,Coal and coal-based fuels,09110000-3,en
09111100-1,,4,Coal,09110000-3,en
09111200-2,,4,Coal-based fuels,09110000-3,en
09111210-5,,4,Hard coal,09110000-3,en
09111220-8,,4,Briquettes,09110000-3,en
09111300-3,,4,Fossil fuels,09110000-3,en
09111400-4,,4,Wood fuels,09110000-3,en
09112000-7,,4,Lignite and peat,09110000-3,en
09112100-8,,4,Lignite,09110000-3,en
09112200-9,,4,Peat,09110000-3,en
09113000-4,,4,Coke,09110000-3,en
09120000-6,,3,Gaseous fuels,09100000-0,en
09121000-3,,4,"Coal gas, mains gas or similar gases",09120000-6,en
09121100-4,,4,Coal gas or similar gases,09120000-6,en
09121200-5,,4,Mains gas,09120000-6,en
09122000-0,,4,Propane and butane,09120000-6,en
09122100-1,,4,Propane gas,09120000-6,en
09122110-4,,4,Liquefied propane gas,09120000-6,en
09122200-2,,4,Butane gas,09120000-6,en
09122210-5,,4,Liquefied butane gas,09120000-6,en
09123000-7,,4,Natural gas,09120000-6,en
09130000-9,,3,Petroleum and distillates,09100000-0,en
09131000-6,,4,Aviation kerosene,09130000-9,en
09131100-7,,4,Kerosene jet type fuels,09130000-9,en
09132000-3,,4,Petrol,09130000-9,en
09132100-4,,4,Unleaded petrol,09130000-9,en
09132200-5,,4,Leaded petrol,09130000-9,en
09132300-6,,4,Petrol with ethanol,09130000-9,en
09133000-0,,4,Liquefied Petroleum Gas (LPG),09130000-9,en
09134000-7,,4,Gas oils,09130000-9,en
0913en00-8,,4,Diesel oil,09130000-9,en
09134200-9,,4,Diesel fuel,09130000-9,en
09134210-2,,4,"Diesel fuel (0,2)",09130000-9,en
09134220-5,,4,Diesel fuel (EN 590),09130000-9,en
09134230-8,,4,Biodiesel,09130000-9,en
09134231-5,,4,Biodiesel (B20),09130000-9,en
09134232-2,,4,Biodiesel (B100),09130000-9,en
09135000-4,,4,Fuel oils,09130000-9,en
09135100-5,,4,Heating oil,09130000-9,en
09135110-8,,4,Low-sulphur combustible oils,09130000-9,en
09200000-1,,2,"Petroleum, coal and oil products",09000000-3,en
09210000-4,,3,Lubricating preparations,09200000-1,en
09211000-1,,4,Lubricating oils and lubricating agents,09210000-4,en
09211100-2,,4,Motor oils,09210000-4,en
09211200-3,,4,Compressor lube oils,09210000-4,en
09211300-4,,4,Turbine lube oils,09210000-4,en
09211400-5,,4,Gear oils,09210000-4,en
09211500-6,,4,Reductor oils,09210000-4,en
09211600-7,,4,Oils for use in hydraulic systems and other purposes,09210000-4,en
09211610-0,,4,Liquids for hydraulic purposes,09210000-4,en
09211620-3,,4,Mould release oils,09210000-4,en
09211630-6,,4,Anti-corrosion oils,09210000-4,en
09211640-9,,4,Electrical insulating oils,09210000-4,en
09211650-2,,4,Brake fluids,09210000-4,en
09211700-8,,4,White oils and liquid paraffin,09210000-4,en
09211710-1,,4,White oils,09210000-4,en
09211720-4,,4,Liquid paraffin,09210000-4,en
09211800-9,,4,Petroleum oils and preparations,09210000-4,en
09211810-2,,4,Light oils,09210000-4,en
09211820-5,,4,Petroleum oils,09210000-4,en
09211900-0,,4,Lubricating traction oils,09210000-4,en
09220000-7,,3,"Petroleum jelly, waxes and special spirits",09200000-1,en
09221000-4,,4,Petroleum jelly and waxes,09220000-7,en
09221100-5,,4,Petroleum jelly,09220000-7,en
09221200-6,,4,Paraffin wax,09220000-7,en
09221300-7,,4,Petroleum wax,09220000-7,en
09221400-8,,4,Petroleum residues,09220000-7,en
09222000-1,,4,Special spirits,09220000-7,en
09222100-2,,4,White spirit,09220000-7,en
09230000-0,,3,Petroleum (crude),09200000-1,en
09240000-3,,3,Oil and coal-related products,09200000-1,en
092en000-0,,4,Bituminous or oil shale,09240000-3,en
09242000-7,,4,Coal-related products,09240000-3,en
09242100-8,,4,Coal oil,09240000-3,en
09300000-2,,2,"Electricity, heating, solar and nuclear energy",09000000-3,en
09310000-5,,3,Electricity,09300000-2,en
09320000-8,,3,"Steam, hot water and associated products",09300000-2,en
09321000-5,,4,Hot water,09320000-8,en
09322000-2,,4,Steam,09320000-8,en
09323000-9,,4,District heating,09320000-8,en
09324000-6,,4,Long-distance heating,09320000-8,en
09330000-1,,3,Solar energy,09300000-2,en
09331000-8,,4,Solar panels,09330000-1,en
09331100-9,,4,Solar collectors for heat production,09330000-1,en
09331200-0,,4,Solar photovoltaic modules,09330000-1,en
09332000-5,,4,Solar installation,09330000-1,en
09340000-4,,3,Nuclear fuels,09300000-2,en
093en000-1,,4,Uranium,09340000-4,en
09342000-8,,4,Plutonium,09340000-4,en
09343000-5,,4,Radioactive materials,09340000-4,en
09344000-2,,4,Radio-isotopes,09340000-4,en
14000000-1,,1,"Mining, basic metals and related products","",en
14200000-3,,2,Sand and clay,14000000-1,en
14210000-6,,3,"Gravel, sand, crushed stone and aggregates",14200000-3,en
14211000-3,,4,Sand,14210000-6,en
14211100-4,,4,Natural sand,14210000-6,en
14212000-0,,4,"Granules, chippings, stone powder, pebbles, gravel, broken and crushed stone, stone mixtures, sand-gravel mixtures and other aggregates",14210000-6,en
14212100-1,,4,Pebbles and gravel,14210000-6,en
14212110-4,,4,Pebbles,14210000-6,en
14212120-7,,4,Gravel,14210000-6,en
14212200-2,,4,Aggregates,14210000-6,en
14212210-5,,4,Sand-gravel mix,14210000-6,en
14212300-3,,4,Broken and crushed stone,14210000-6,en
14212310-6,,4,Ballast,14210000-6,en
14212320-9,,4,Crushed granite,14210000-6,en
14212330-2,,4,Crushed basalt,14210000-6,en
14212400-4,,4,Soil,14210000-6,en
14212en0-7,,4,Topsoil,14210000-6,en
14212420-0,,4,Subsoil,14210000-6,en
14212430-3,,4,Stone chippings,14210000-6,en
14213000-7,,4,"Macadam, tarmac and tar sands",14210000-6,en
14213100-8,,4,Macadam,14210000-6,en
14213200-9,,4,Tarmac,14210000-6,en
14213300-0,,4,Tar sands,14210000-6,en
14220000-9,,3,Clay and kaolin,14200000-3,en
14221000-6,,4,Clay,14220000-9,en
14222000-3,,4,Kaolin,14220000-9,en
14300000-4,,2,Chemical and fertiliser minerals,14000000-1,en
14310000-7,,3,Fertiliser minerals,14300000-4,en
14311000-4,,4,"Natural calcium, aluminium calcium phosphate and crude natural potassium salts",14310000-7,en
14311100-5,,4,Natural calcium,14310000-7,en
14311200-6,,4,Aluminium calcium phosphates,14310000-7,en
14311300-7,,4,Crude natural potassium salts,14310000-7,en
14312000-1,,4,Iron pyrites,14310000-7,en
14312100-2,,4,Unroasted iron pyrites,14310000-7,en
14320000-0,,3,Chemical minerals,14300000-4,en
14400000-5,,2,Salt and pure sodium chloride,14000000-1,en
14en0000-8,,3,Rock salt,14400000-5,en
14420000-1,,3,Sea salt,14400000-5,en
14430000-4,,3,Evaporated salt and pure sodium chloride,14400000-5,en
14450000-0,,3,Salt in brine,14400000-5,en
14500000-6,,2,Related mining and quarrying products,14000000-1,en
14520000-2,,3,"Precious and semi-precious stones, pumice stone, emery, natural abrasives, other minerals and precious metals",14500000-6,en
14521000-9,,4,Precious and semi-precious stones,14520000-2,en
14521100-0,,4,Precious stones,14520000-2,en
14521140-2,,4,Dust or powder of precious stones,14520000-2,en
14521200-1,,4,Semi-precious stones,14520000-2,en
14521210-4,,4,Dust or powder of semi-precious stones,14520000-2,en
14522000-6,,4,"Industrial diamonds, pumice stone, emery and other natural abrasives",14520000-2,en
14522100-7,,4,Pumice stone,14520000-2,en
14522200-8,,4,Industrial diamonds,14520000-2,en
14522300-9,,4,Emery,14520000-2,en
14522400-0,,4,Natural abrasives,14520000-2,en
14523000-3,,4,"Related minerals, precious metals and associated products",14520000-2,en
14523100-4,,4,Minerals,14520000-2,en
14523200-5,,4,Gold,14520000-2,en
14523300-6,,4,Silver,14520000-2,en
14523400-7,,4,Platinum,14520000-2,en
14600000-7,,2,Metal ores and alloys,14000000-1,en
14610000-0,,3,Metal ores,14600000-7,en
14611000-7,,4,Iron ores,14610000-0,en
14612000-4,,4,Non-ferrous metal ores,14610000-0,en
14612100-5,,4,Copper ores,14610000-0,en
14612200-6,,4,Nickel ores,14610000-0,en
14612300-7,,4,Aluminium ores,14610000-0,en
14612400-8,,4,Precious-metal ores,14610000-0,en
14612500-9,,4,Lead ores,14610000-0,en
14612600-0,,4,Zinc ores,14610000-0,en
14612700-1,,4,Tin ores,14610000-0,en
14613000-1,,4,Uranium and thorium ores,14610000-0,en
14613100-2,,4,Uranium ores,14610000-0,en
14613200-3,,4,Thorium ores,14610000-0,en
14614000-8,,4,Miscellaneous ores,14610000-0,en
14620000-3,,3,Alloys,14600000-7,en
14621000-0,,4,Ferro-alloys,14620000-3,en
14621100-1,,4,Non-ECSC ferro-alloys,14620000-3,en
14621110-4,,4,Ferro-manganese,14620000-3,en
14621120-7,,4,Ferro-chromium,14620000-3,en
14621130-0,,4,Ferro-nickel,14620000-3,en
14622000-7,,4,Steel,14620000-3,en
14630000-6,,3,"Slag, dross, ferrous waste and scrap",14600000-7,en
14700000-8,,2,Basic metals,14000000-1,en
14710000-1,,3,"Iron, lead, zinc, tin and copper",14700000-8,en
14711000-8,,4,Iron,14710000-1,en
14711100-9,,4,Pig iron,14710000-1,en
14712000-5,,4,Lead,14710000-1,en
14713000-2,,4,Zinc,14710000-1,en
14714000-9,,4,Tin,14710000-1,en
14715000-6,,4,Copper,14710000-1,en
14720000-4,,3,"Aluminium, nickel, scandium, titanium and vanadium",14700000-8,en
14721000-1,,4,Aluminium,14720000-4,en
18231000-7,,4,Dresses,18230000-0,en
14721100-2,,4,Aluminium oxide,14720000-4,en
14722000-8,,4,Nickel,14720000-4,en
14723000-5,,4,Scandium,14720000-4,en
14724000-2,,4,Titanium,14720000-4,en
14725000-9,,4,Vanadium,14720000-4,en
14730000-7,,3,"Chromium, manganese, cobalt, yttrium and zirconium",14700000-8,en
14731000-4,,4,Chromium,14730000-7,en
14732000-1,,4,Manganese,14730000-7,en
14733000-8,,4,Cobalt,14730000-7,en
14734000-5,,4,Yttrium,14730000-7,en
14735000-2,,4,Zirconium,14730000-7,en
14740000-0,,3,"Molybdenum, technetium, ruthenium and rhodium",14700000-8,en
147en000-7,,4,Molybdenum,14740000-0,en
14742000-4,,4,Technetium,14740000-0,en
14743000-1,,4,Ruthenium,14740000-0,en
14744000-8,,4,Rhodium,14740000-0,en
14750000-3,,3,"Cadmium, lutetium, hafnium, tantalum and tungsten",14700000-8,en
14751000-0,,4,Cadmium,14750000-3,en
14752000-7,,4,Lutetium,14750000-3,en
14753000-4,,4,Hafnium,14750000-3,en
14754000-1,,4,Tantalum,14750000-3,en
14755000-8,,4,Tungsten,14750000-3,en
14760000-6,,3,"Iridium, gallium, indium, thallium and barium",14700000-8,en
14761000-3,,4,Iridium,14760000-6,en
14762000-0,,4,Gallium,14760000-6,en
14763000-7,,4,Indium,14760000-6,en
14764000-4,,4,Thallium,14760000-6,en
14765000-1,,4,Barium,14760000-6,en
14770000-9,,3,"Caesium, strontium, rubidium and calcium",14700000-8,en
14771000-6,,4,Caesium,14770000-9,en
14772000-3,,4,Strontium,14770000-9,en
14773000-0,,4,Rubidium,14770000-9,en
14774000-7,,4,Calcium,14770000-9,en
14780000-2,,3,"Potassium, magnesium, sodium and lithium",14700000-8,en
14781000-9,,4,Potassium,14780000-2,en
14782000-6,,4,Magnesium,14780000-2,en
14783000-3,,4,Sodium,14780000-2,en
14784000-0,,4,Lithium,14780000-2,en
14790000-5,,3,"Niobium, osmium, rhenium and palladium",14700000-8,en
14791000-2,,4,Niobium,14790000-5,en
14792000-9,,4,Osmium,14790000-5,en
14793000-6,,4,Rhenium,14790000-5,en
14794000-3,,4,Palladium,14790000-5,en
14800000-9,,2,Miscellaneous non-metallic mineral products,14000000-1,en
14810000-2,,3,Abrasive products,14800000-9,en
14811000-9,,4,"Millstones, grindstones and grinding wheels",14810000-2,en
14811100-0,,4,Millstones,14810000-2,en
14811200-1,,4,Grindstones,14810000-2,en
14811300-2,,4,Grinding wheels,14810000-2,en
14812000-6,,4,Abrasive powder or grain,14810000-2,en
14813000-3,,4,Artificial corundum,14810000-2,en
14814000-0,,4,Artificial graphite,14810000-2,en
14820000-5,,3,Glass,14800000-9,en
14830000-8,,3,Fibreglass,14800000-9,en
14900000-0,,2,Recovered secondary raw materials,14000000-1,en
14910000-3,,3,Recovered secondary metal raw materials,14900000-0,en
14920000-6,,3,Recovered secondary non-metal raw materials,14900000-0,en
14930000-9,,3,Ash and residues containing metals,14900000-0,en
15000000-8,,1,"Food, beverages, tobacco and related products","",en
15100000-9,,2,"Animal products, meat and meat products",15000000-8,en
15110000-2,,3,Meat,15100000-9,en
15111000-9,,4,Bovine meat,15110000-2,en
15111100-0,,4,Beef,15110000-2,en
15111200-1,,4,Veal,15110000-2,en
15112000-6,,4,Poultry,15110000-2,en
15112100-7,,4,Fresh poultry,15110000-2,en
15112110-0,,4,Geese,15110000-2,en
15112120-3,,4,Turkeys,15110000-2,en
15112130-6,,4,Chickens,15110000-2,en
15112140-9,,4,Ducks,15110000-2,en
15112300-9,,4,Poultry livers,15110000-2,en
15112310-2,,4,Foie gras,15110000-2,en
15113000-3,,4,Pork,15110000-2,en
15114000-0,,4,Offal,15110000-2,en
15115000-7,,4,Lamb and mutton,15110000-2,en
15115100-8,,4,Lamb,15110000-2,en
15115200-9,,4,Mutton,15110000-2,en
15117000-1,,4,Goat meat,15110000-2,en
15118000-8,,4,"Horse, ass, mule or hinny meat",15110000-2,en
15118100-9,,4,Horsemeat,15110000-2,en
15118900-7,,4,"Ass, mule or hinny meat",15110000-2,en
15119000-5,,4,Various meats,15110000-2,en
15119100-6,,4,Rabbit meat,15110000-2,en
15119200-7,,4,Hare meat,15110000-2,en
15119300-8,,4,Game,15110000-2,en
15119400-9,,4,Frogs legs,15110000-2,en
15119500-0,,4,Pigeons,15110000-2,en
15119600-1,,4,Fish meat,15110000-2,en
15130000-8,,3,Meat products,15100000-9,en
15131000-5,,4,Meat preserves and preparations,15130000-8,en
15131100-6,,4,Sausage-meat products,15130000-8,en
15131110-9,,4,Sausage meat,15130000-8,en
15131120-2,,4,Sausage products,15130000-8,en
15131130-5,,4,Sausages,15130000-8,en
15131134-3,,4,Black pudding and other blood sausages,15130000-8,en
15131135-0,,4,Poultry sausages,15130000-8,en
15131200-7,,4,"Dried, salted, smoked or seasoned meat",15130000-8,en
15131210-0,,4,Gammon,15130000-8,en
15131220-3,,4,Bacon,15130000-8,en
15131230-6,,4,Salami,15130000-8,en
15131300-8,,4,Liver preparations,15130000-8,en
15131310-1,,4,Pate,15130000-8,en
15131320-4,,4,Preparations of goose or duck liver,15130000-8,en
15131400-9,,4,Pork products,15130000-8,en
15131en0-2,,4,Ham,15130000-8,en
15131420-5,,4,Meatballs,15130000-8,en
15131490-6,,4,Prepared pork dishes,15130000-8,en
15131500-0,,4,Poultry products,15130000-8,en
15131600-1,,4,Beef and veal products,15130000-8,en
15131610-4,,4,Beef meatballs,15130000-8,en
15131620-7,,4,Minced beef,15130000-8,en
15131640-3,,4,Beefburgers,15130000-8,en
15131700-2,,4,Meat preparations,15130000-8,en
15200000-0,,2,Prepared and preserved fish,15000000-8,en
15210000-3,,3,"Fish fillets, fish livers and roe",15200000-0,en
15211000-0,,4,Fish fillets,15210000-3,en
15211100-1,,4,Fresh fish fillets,15210000-3,en
15212000-7,,4,Fish roe,15210000-3,en
15213000-4,,4,Fish livers,15210000-3,en
15220000-6,,3,"Frozen fish, fish fillets and other fish meat",15200000-0,en
15221000-3,,4,Frozen fish,15220000-6,en
15229000-9,,4,Frozen fish products,15220000-6,en
15230000-9,,3,Dried or salted fish; fish in brine; smoked fish,15200000-0,en
15231000-6,,4,Dried fish,15230000-9,en
15232000-3,,4,Salted fish,15230000-9,en
15233000-0,,4,Fish in brine,15230000-9,en
15234000-7,,4,Smoked fish,15230000-9,en
15235000-4,,4,Preserved fish,15230000-9,en
15240000-2,,3,Canned or tinned fish and other prepared or preserved fish,15200000-0,en
152en000-9,,4,"Coated, canned or tinned fish",15240000-2,en
152en100-0,,4,Canned salmon,15240000-2,en
152en200-1,,4,Prepared or preserved herring,15240000-2,en
152en300-2,,4,Sardines,15240000-2,en
152en400-3,,4,Canned tuna,15240000-2,en
152en500-4,,4,Mackerel,15240000-2,en
152en600-5,,4,Anchovies,15240000-2,en
152en700-6,,4,Fish fingers,15240000-2,en
152en800-7,,4,Coated fish preparations,15240000-2,en
15242000-6,,4,Prepared fish dishes,15240000-2,en
15243000-3,,4,Preparations of fish,15240000-2,en
